1	2	4.0	1
1	3	3.5	2
1	4	3.0	3
1	5	4.0	4
1	6	3.5	5
1	7	3.5	6
1	8	3.0	7
1	9	2.5	8
1	10	4.0	9
1	11	4.0	10
1	12	4.0	11
2	13	2.0	1
3	14	0.5	1
3	15	1.0	2
3	16	4.0	3
3	17	3.0	4
3	18	4.0	5
3	19	4.0	6
3	20	2.5	7
3	21	1.5	8
3	22	2.0	9
3	23	3.0	10
3	24	4.0	11
3	25	1.5	12
3	26	1.0	13
3	27	4.0	14
3	28	3.0	15
3	29	3.0	16
3	30	4.0	17
3	31	3.0	18
3	32	2.0	19
3	33	2.5	20
3	34	3.0	21
3	35	4.0	22
3	36	2.0	23
3	37	2.0	24
3	38	2.0	25
3	39	4.0	26
3	40	4.0	27
3	41	4.0	28
3	42	0.5	29
3	43	4.0	30
3	44	4.0	31
3	45	2.5	32
3	46	1.0	33
3	47	2.5	34
3	48	4.0	35
3	49	3.0	36
3	50	4.0	37
3	51	0.5	38
3	52	4.0	39
3	53	4.0	40
3	54	4.0	41
3	55	2.5	42
3	56	2.5	43
3	57	0.5	44
3	58	4.0	45
3	59	4.0	46
3	60	4.0	47
3	61	0.5	48
3	62	4.0	49
3	63	1.5	50
3	64	4.0	51
3	65	0.5	52
3	66	4.0	53
3	67	4.0	54
3	6	0.5	55
3	68	4.0	56
3	69	3.0	57
3	70	2.5	58
3	71	4.0	59
3	72	2.5	60
3	73	0.5	61
3	74	2.5	62
3	75	3.5	63
3	76	0.5	64
3	77	3.5	65
3	78	4.0	66
3	79	2.0	67
3	80	2.5	68
3	81	2.0	69
3	82	3.5	70
3	83	2.5	71
3	84	3.5	72
3	85	3.0	73
3	86	3.5	74
3	87	3.5	75
3	88	2.5	76
3	89	0.5	77
3	90	3.5	78
3	91	1.0	79
3	92	2.5	80
3	93	1.0	81
3	94	4.0	82
3	95	3.0	83
3	96	4.0	84
3	97	4.0	85
3	98	2.5	86
3	99	3.0	87
3	100	0.5	88
3	101	3.0	89
3	102	4.0	90
3	103	4.0	91
3	104	2.0	92
3	105	3.0	93
3	106	3.0	94
3	107	4.0	95
3	108	0.5	96
3	109	3.0	97
3	110	4.0	98
3	111	4.0	99
3	112	3.0	100
3	113	1.0	101
3	114	4.0	102
3	115	4.0	103
3	116	1.0	104
3	117	4.0	105
3	118	4.0	106
3	119	2.0	107
3	120	2.5	108
3	121	2.0	109
3	122	2.0	110
3	123	3.5	111
3	124	3.5	112
3	125	2.5	113
3	126	4.0	114
3	127	0.5	115
3	128	0.5	116
3	129	4.0	117
3	130	2.5	118
3	131	2.5	119
3	132	4.0	120
3	133	3.5	121
3	134	2.5	122
3	135	3.5	123
3	136	4.0	124
3	137	1.0	125
3	138	1.5	126
3	139	3.0	127
3	140	2.5	128
3	141	4.0	129
3	142	4.0	130
3	143	1.5	131
3	144	4.0	132
